ID,State,Date,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Type_of_Junction,Type_of_Accident,Vehicle_Type,Driver_Age_Group,Num_Vehicles_Involved,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response
166252,Washington,2024-01-04 12:30:51,Saturday,09:14:01,Foggy,Wet,Dusk,Freeway,T-Junction,Head-on collision,Bicycle,Teenager,1,0,35,6.267084336,0.9478883023,527.6745352,5.460470079,0.1576871308,57,29.2264212
166253,Washington,2024-01-19 11:19:04,Wednesday,02:56:51,Rainy,Wet,Dawn,Highway,,Head-on collision,Bicycle,Teenager,3,1,64,5.240500628,0.4090245506,131.4719375,,0.2974602823,10,
166254,Louisiana,2024-01-07 02:23:25,Wednesday,17:25:20,,Wet,Dusk,Freeway,Crossroads,Run-off-road,Motorcycle,Senior,3,2,,0.2274601573,3.113760966,960.1408309,7.851274599,0.114706188,82,5.690750497
166255,Pennsylvania,2024-01-24 14:04:52,Thursday,13:18:59,Rainy,Muddy,Dusk,Freeway,Intersection,Side collision,Bicycle,Teenager,2,3,62,1.134974461,5.530263593,718.9557759,6.409333788,0.401878262,66,
166256,Pennsylvania,2024-02-06 18:02:14,Thursday,09:06:41,Rainy,Muddy,Dawn,Urban,T-Junction,Rollover,Truck,Teenager,3,0,33,8.217777073,4.490763306,733.6926109,9.182263081,0.9284985517,,7.224684989
166257,Massachusetts,2024-02-02 13:31:58,Saturday,10:05:26,Sunny,Muddy,Dusk,Urban,Overpass,Side collision,Car,Teenager,2,1,,6.170339604,9.11429871,214.3099125,,0.5438556464,24,24.40925982
166258,Florida,2024-01-11 20:39:45,Friday,08:30:11,Foggy,Wet,Dusk,Freeway,Intersection,Cyclist involved,Truck,Senior,3,0,44,3.582469448,8.585702431,480.7709326,3.640808802,0.6315118019,,28.76140906
166259,Massachusetts,2024-01-26 14:50:17,Saturday,16:04:25,Sunny,Muddy,Dusk,Highway,T-Junction,Head-on collision,Bicycle,Young Adult,3,3,53,2.871163548,3.597808687,886.3857095,7.295969785,0.7349559369,,6.133317789
166260,Washington,2024-02-26 15:53:21,Saturday,08:16:45,Foggy,Muddy,Dawn,Freeway,Crossroads,Head-on collision,Truck,Teenager,4,2,32,3.402305435,9.188184982,481.2978566,8.635680202,0.5431095019,27,25.38289633
166261,Missouri,2024-02-22 20:37:18,Friday,01:41:28,Snowy,Dry,Dusk,Highway,Underpass,Rollover,Truck,Adult,5,0,64,9.704721995,4.553411761,126.6207618,4.408385655,0.108535276,7,12.55424392
166262,Montana,2024-01-25 12:37:11,Friday,07:27:18,Foggy,Dry,Dawn,Street,Overpass,Head-on collision,Truck,Young Adult,2,1,41,7.654677236,4.99182356,831.153385,6.681999637,0.8886515886,33,17.03000711
166263,Alabama,2024-01-03 14:33:02,Wednesday,06:48:24,Snowy,Dry,Dusk,Freeway,,Rollover,Car,Teenager,5,2,59,9.314799869,2.198698034,904.1012473,3.657249438,0.7166144049,68,23.72539993
166264,South Dakota,2024-01-18 16:34:52,Saturday,18:53:25,Snowy,Snowy,Night,Urban,Underpass,Head-on collision,Motorcycle,Senior,5,2,36,3.980398283,0.5878312908,850.6737801,5.394165635,0.8060889929,82,5.719858261
166265,Montana,2024-01-16 04:08:36,Tuesday,18:32:27,Rainy,Muddy,Daylight,Urban,Crossroads,Cyclist involved,Motorcycle,Young Adult,4,3,47,0.2324478555,1.072033427,117.9202839,9.393841014,0.3493150162,75,25.93393927
166266,Missouri,2024-01-07 16:43:45,Sunday,12:45:51,Snowy,Wet,Dawn,Urban,Crossroads,Side collision,Motorcycle,Senior,1,1,36,3.062870334,0.2802691866,637.8614802,4.322901747,0.8212790154,43,12.24740132
166267,Massachusetts,2024-02-17 16:33:52,Wednesday,18:24:00,Sunny,Icy,Dawn,Highway,Underpass,Pedestrian involved,Motorcycle,Young Adult,5,0,57,7.465690014,8.415870929,756.8026431,4.500074617,0.7443163553,73,21.50919921
166268,Illinois,2024-01-09 01:33:18,Thursday,17:47:12,Foggy,Muddy,Dusk,Urban,Intersection,Head-on collision,Pedestrian,Young Adult,2,1,66,8.923512225,9.935239057,505.1654717,5.491789141,0.9465654504,57,26.26383051
166269,West Virginia,2024-01-30 19:53:55,Saturday,08:52:19,,Dry,Dawn,Street,Intersection,Rear-end collision,Car,Young Adult,5,0,65,3.28202111,8.65460558,707.1062476,9.129429423,0.6904157259,93,23.52255293
166270,Washington,2024-01-04 09:17:27,Monday,12:23:58,Snowy,Muddy,Night,Freeway,Roundabout,Head-on collision,Bicycle,Teenager,5,3,44,4.724389638,7.964271046,507.1143191,8.24801158,0.4218233465,15,29.3452405
166271,Wyoming,2024-02-10 13:00:42,Saturday,08:25:07,Rainy,Wet,Daylight,Freeway,Crossroads,Rear-end collision,Bicycle,Teenager,3,1,44,3.201750398,5.867403322,619.023641,6.826160281,0.3962105196,,24.47432931
166272,Texas,2024-01-26 15:28:53,Tuesday,02:32:28,Snowy,Dry,Dusk,Rural,Crossroads,Rear-end collision,Motorcycle,Young Adult,5,1,50,5.115825335,0.2075014253,119.5094193,8.897629691,0.85076717,62,28.34422402
166273,Vermont,2024-01-23 00:47:03,Wednesday,07:22:31,,Wet,Dusk,Highway,Overpass,Run-off-road,Pedestrian,Senior,2,0,55,5.733205786,0.5934131421,305.7978236,6.110351898,0.9237544593,90,29.32528775
166274,Louisiana,2024-02-20 04:55:07,Thursday,00:52:06,Snowy,Snowy,Dusk,Street,Underpass,Head-on collision,Pedestrian,Young Adult,1,1,62,6.269267813,9.289360696,408.0390772,7.336913585,0.4417907298,16,21.41106538
166275,Wisconsin,2024-01-22 09:11:07,Tuesday,22:46:28,Rainy,Wet,Dawn,Freeway,Crossroads,Rear-end collision,Car,Adult,5,0,38,3.770984948,7.540765014,257.6916179,6.276256829,0.8415683944,18,
166276,Virginia,2024-01-09 19:27:15,Thursday,07:46:56,Stormy,Wet,Dawn,Highway,Intersection,Run-off-road,Car,Teenager,1,0,65,5.540064871,3.205345407,174.861624,4.409178755,0.1405507296,55,24.59592204
166277,Utah,2024-01-18 03:55:39,Monday,08:01:21,Stormy,Wet,Dawn,Urban,Roundabout,Run-off-road,Pedestrian,Teenager,4,0,56,4.755384734,3.790088457,827.7488278,6.374933559,0.3384362722,43,12.89563265
166278,Texas,2024-01-04 18:54:33,Thursday,04:57:22,Foggy,Dry,Daylight,Freeway,Underpass,Cyclist involved,Motorcycle,Teenager,3,0,41,3.247716685,6.573235552,787.8889291,4.786363508,0.8396156887,40,18.46148838
166279,Minnesota,2024-01-23 06:19:57,Tuesday,12:53:07,Snowy,Wet,Dawn,Rural,Roundabout,Cyclist involved,Car,Adult,4,3,45,9.383353521,2.521885695,580.1315958,7.984228521,0.4460975009,49,27.64207195
166280,Idaho,2024-01-20 17:29:31,Sunday,21:40:33,Foggy,Icy,Dusk,Urban,Underpass,Rollover,Motorcycle,Teenager,5,2,48,0.4676967605,2.364504107,210.6602708,7.0837965,0.5275105882,37,26.48472731
166281,Massachusetts,2024-01-17 14:12:30,Sunday,12:09:33,,Icy,Dusk,Urban,T-Junction,Side collision,Bicycle,Teenager,3,1,40,4.936822807,6.90758818,249.1333247,3.587808437,0.1432685477,57,19.30160771
166282,Alaska,2024-02-08 03:36:51,Sunday,17:44:44,Sunny,Dry,Dawn,Freeway,Underpass,Rear-end collision,Car,Young Adult,3,0,59,1.175255342,6.975206808,872.2803286,9.309907934,0.2200738673,,9.718816306
166283,Maine,2024-01-29 14:19:22,Sunday,07:35:55,Snowy,Muddy,Daylight,Urban,Intersection,Head-on collision,Motorcycle,Teenager,5,0,50,6.477585531,8.420773977,151.8042964,4.472437254,0.2842026122,11,11.79086331
166284,Minnesota,2024-01-09 03:59:10,Wednesday,11:16:49,Sunny,Snowy,Dawn,Rural,Intersection,Cyclist involved,Car,Young Adult,5,0,48,4.370612595,4.368775655,433.2725015,5.322209785,0.6358921087,76,21.9029142
166285,New Mexico,2024-02-14 02:00:26,Thursday,12:30:44,Snowy,Muddy,Dusk,Urban,Overpass,Pedestrian involved,Bicycle,Senior,3,0,56,9.779092345,5.505620746,600.593583,,0.1979296918,45,9.264733434
166286,Oregon,2024-01-02 22:20:29,Wednesday,00:22:39,Foggy,Muddy,Night,Highway,Overpass,Pedestrian involved,Truck,Adult,5,3,64,8.949270877,3.010597103,204.8516751,5.023393985,0.2959023456,59,15.51094892
166287,Wisconsin,2024-02-05 18:56:01,Friday,16:48:23,Rainy,Icy,Dawn,Street,T-Junction,Head-on collision,Motorcycle,Senior,5,2,36,5.509952645,3.391165229,535.1812832,7.957650341,0.9744268394,93,25.83352786
166288,Massachusetts,2024-01-05 03:41:37,Sunday,07:00:05,Stormy,Icy,Dawn,Rural,T-Junction,Cyclist involved,Bicycle,Adult,5,3,40,9.632425275,6.550259848,968.0403376,3.774785129,0.1415071971,10,10.77442967
166289,New Hampshire,2024-01-23 08:45:02,Sunday,06:06:17,Rainy,Icy,Daylight,Rural,Underpass,Pedestrian involved,Bicycle,Teenager,3,1,70,6.521546643,0.3422520365,859.0678798,,0.3637275623,42,10.84937583
166290,New York,2024-01-07 16:18:04,Monday,21:32:10,Sunny,Icy,Night,Freeway,,Rollover,Bicycle,Adult,5,2,56,8.801369238,2.055316066,808.4161891,4.249875258,0.8500610064,96,9.095510381
166291,Virginia,2024-01-29 00:19:07,Tuesday,08:40:37,Snowy,Muddy,Night,Street,Roundabout,Head-on collision,Bicycle,Young Adult,3,1,58,0.2095294584,9.853242119,513.5155582,6.945893904,0.6738339556,56,6.826086014
166292,Missouri,2024-02-07 04:36:25,Sunday,17:05:42,Stormy,Wet,Dusk,Rural,Intersection,Cyclist involved,Car,Adult,3,2,38,3.103361677,2.211904062,498.0700276,9.818256613,0.7955786997,44,29.14498079
166293,South Dakota,2024-01-11 20:26:52,Friday,13:12:52,Rainy,Muddy,Night,Street,Intersection,Head-on collision,Pedestrian,Senior,5,0,59,8.095954213,1.996550673,577.271938,6.146382151,0.5581109216,72,10.82536825
166294,Maryland,2024-02-15 06:32:38,Wednesday,12:09:30,Stormy,Muddy,Dawn,Freeway,Crossroads,Side collision,Motorcycle,Teenager,1,3,49,5.015924352,8.711760566,508.5859417,3.20925531,0.8619005529,63,27.26766097
166295,Maryland,2024-01-01 18:29:26,Saturday,01:22:19,Snowy,Muddy,Dawn,Urban,Intersection,Head-on collision,Pedestrian,Young Adult,4,0,67,9.057067252,3.061148785,907.9129957,8.049692959,0.9878234086,,27.6048956
166296,Maryland,2024-02-28 11:23:45,Monday,17:45:27,Rainy,Wet,Daylight,Urban,Roundabout,Head-on collision,Truck,Young Adult,3,0,61,9.265106472,7.624115628,777.8343524,9.519043441,0.4007420059,1,26.15643739
166297,Delaware,2024-02-03 06:55:45,Saturday,07:41:53,Snowy,Muddy,Dusk,Street,Overpass,Side collision,Motorcycle,Young Adult,3,2,39,6.100083017,9.330874503,827.2030723,5.350123932,0.4475680183,66,5.219002094
166298,Alabama,2024-02-17 04:56:45,Friday,21:45:41,Rainy,Wet,Dusk,Urban,T-Junction,Rollover,Truck,Adult,3,2,,2.543776478,1.914187443,879.0737504,4.949025713,0.906087335,63,28.52863064
166299,New Hampshire,2024-02-13 02:28:23,Saturday,22:02:34,Rainy,Snowy,Night,Highway,Roundabout,Side collision,Car,Young Adult,4,2,58,3.939158168,7.776590127,723.3560862,5.150004231,0.8792264426,44,6.056362915
166300,North Dakota,2024-01-20 07:19:43,Sunday,01:46:05,Stormy,Icy,Daylight,Street,Intersection,Pedestrian involved,Car,Senior,4,2,57,0.2714682199,2.321555748,975.5922644,,0.6440786321,52,15.10315875
166301,Delaware,2024-02-02 00:38:28,Wednesday,19:23:39,Foggy,Dry,Daylight,Freeway,Crossroads,Rollover,Pedestrian,Teenager,5,1,,3.43856292,4.666419578,156.8823854,8.092153837,0.939538747,,14.13348186
166302,North Carolina,2024-01-08 04:50:36,Wednesday,12:36:17,Stormy,Icy,Dusk,Freeway,Intersection,Rear-end collision,Motorcycle,Young Adult,1,0,68,3.642014161,1.391196504,141.1930125,3.341564225,0.5505255601,73,7.759263146
166303,North Carolina,2024-02-09 05:17:01,Monday,10:49:00,Rainy,Muddy,Dawn,Highway,Crossroads,Head-on collision,Car,Young Adult,2,0,40,8.406433765,0.9918268662,154.9767424,3.391890902,0.8794879297,73,18.77962536
166304,Maine,2024-01-07 14:28:02,Monday,16:22:57,Foggy,Icy,Daylight,Freeway,Intersection,Head-on collision,Motorcycle,Young Adult,5,2,38,8.80026332,0.5728149508,543.4223653,6.517160094,0.8549431266,9,22.40777968
166305,Maine,2024-02-08 10:52:11,Friday,20:36:43,Sunny,Snowy,Night,Freeway,Roundabout,Rollover,Motorcycle,Young Adult,1,2,60,2.161462224,4.738421001,119.1926002,,0.6691018723,22,10.21483279
166306,Washington,2024-02-25 15:45:27,Friday,06:55:10,Foggy,Icy,Daylight,Highway,Overpass,Cyclist involved,Truck,Young Adult,1,0,57,0.4501723575,1.056101894,826.4554638,3.711810885,0.1288238037,52,
166307,North Carolina,2024-02-11 07:49:32,Saturday,09:06:51,Sunny,Muddy,Daylight,Freeway,Underpass,Head-on collision,Bicycle,Teenager,5,2,60,4.381609606,5.091905022,990.0086094,8.895289446,0.9133787757,17,17.0219518
166308,Arizona,2024-01-08 04:37:19,Monday,11:33:43,Snowy,Dry,Night,Urban,Intersection,Cyclist involved,Pedestrian,Senior,4,1,30,2.544979247,1.692605909,786.940166,6.927470081,0.9043704305,22,
166309,Alabama,2024-01-29 01:48:36,Friday,20:00:52,Stormy,Icy,Dusk,Freeway,T-Junction,Cyclist involved,Pedestrian,Senior,1,1,54,5.231572823,3.435281988,653.6284279,5.426184997,0.3146453159,16,13.85328949
166310,Illinois,2024-01-25 00:04:18,Friday,13:34:24,Sunny,Wet,Night,Urban,Overpass,Side collision,Car,Young Adult,5,3,45,8.642851125,5.657193952,119.654011,8.193181166,0.8008857841,4,28.97780452
166311,Maine,2024-02-24 11:18:01,Saturday,18:44:36,Foggy,Icy,Daylight,Street,,Side collision,Bicycle,Young Adult,3,2,43,7.201652895,8.620451035,430.0219711,5.483001803,0.5302409739,,17.26541688
166312,South Carolina,2024-01-11 20:30:12,Wednesday,07:28:49,Snowy,Wet,Dawn,Street,T-Junction,Side collision,Car,Senior,2,2,64,7.631928455,1.2842046,811.4680867,6.868965984,0.6472787717,89,21.19270837
166313,Indiana,2024-01-17 08:24:41,Friday,15:32:24,Stormy,Wet,Dawn,Freeway,T-Junction,Pedestrian involved,Car,Adult,5,2,63,3.210505805,5.027640457,946.2900905,9.462936281,0.6498303731,37,17.73265916
166314,Utah,2024-02-17 08:12:04,Wednesday,02:49:47,Stormy,Dry,Dawn,Highway,Overpass,Run-off-road,Bicycle,Adult,3,3,30,5.903272783,0.3649755921,868.2263226,6.906571246,0.3702236247,35,
166315,Oklahoma,2024-02-25 18:55:16,Thursday,13:34:06,Rainy,Icy,Dawn,Urban,Roundabout,Rear-end collision,Motorcycle,Teenager,2,1,57,2.53533585,0.5577901149,379.8612214,7.89830007,0.6778324428,92,20.16257999
166316,Alabama,2024-01-03 09:53:57,Tuesday,10:56:48,Foggy,Snowy,Dusk,Street,Intersection,Pedestrian involved,Car,Teenager,5,1,62,1.607036842,8.843127811,672.4687673,4.229885409,0.7259375441,87,24.43281705
166317,Washington,2024-01-21 15:22:51,Saturday,05:40:06,Foggy,Snowy,Daylight,Street,Crossroads,Rollover,Car,Teenager,2,0,30,8.222962637,3.109406137,365.7997768,,0.5930010361,49,22.6426427
166318,New Mexico,2024-01-22 13:52:59,Friday,09:08:35,Snowy,Icy,Daylight,Freeway,Roundabout,Rollover,Motorcycle,Teenager,3,2,64,8.931314616,2.933908032,533.3437366,4.850397731,0.2138321866,12,28.05972132
166319,South Dakota,2024-02-25 20:02:26,Wednesday,22:27:18,Sunny,Icy,Dusk,Street,Underpass,Cyclist involved,Motorcycle,Teenager,5,0,70,1.369476625,3.129676081,737.6459715,7.099526641,0.2171230882,100,6.211108979
166320,Alabama,2024-01-22 17:35:07,Saturday,16:12:10,Snowy,Wet,Dusk,Street,Underpass,Side collision,Bicycle,Adult,5,0,45,0.6938500654,9.856346324,774.3645969,4.738492758,0.1070147771,,26.53892692
166321,Florida,2024-02-27 17:04:59,Sunday,07:57:43,Sunny,Muddy,Dawn,Highway,Overpass,Side collision,Truck,Adult,3,0,65,7.839168,0.6973236533,253.3609709,9.610600426,0.4619302088,37,20.70196685
166322,Michigan,2024-02-10 05:49:31,Sunday,23:59:35,Sunny,Dry,Night,Street,,Rollover,Truck,Teenager,5,0,66,0.5260672597,4.560961214,350.7326279,3.872868151,0.3877846311,8,27.78489725
166323,Hawaii,2024-01-21 04:20:10,Sunday,10:26:37,,Snowy,Dusk,Street,Roundabout,Run-off-road,Truck,Teenager,1,0,49,8.887823128,1.263100437,885.3354903,6.481430353,0.9423590325,94,5.306878723
166324,Washington,2024-02-05 22:57:11,Saturday,12:48:08,,Dry,Dawn,Freeway,Underpass,Side collision,Motorcycle,Senior,5,2,57,2.766968134,3.640909427,622.4815237,5.357950557,0.5360603887,67,12.79952758
166325,Arkansas,2024-01-21 17:58:38,Tuesday,15:42:55,Snowy,Icy,Daylight,Rural,,Run-off-road,Bicycle,Teenager,3,2,45,0.804218676,4.006665901,604.3193743,9.285086732,0.2538506349,80,15.28852626
166326,Oregon,2024-01-21 22:05:10,Wednesday,10:06:45,Sunny,Dry,Dusk,Urban,Underpass,Run-off-road,Truck,Young Adult,4,1,49,8.893225438,0.7284027605,808.6833705,5.269574744,0.2901028659,64,
166327,Louisiana,2024-02-03 23:05:25,Thursday,13:35:26,Sunny,Dry,Dusk,Freeway,Intersection,Rollover,Car,Adult,5,0,30,0.446511336,0.206457982,548.2019703,8.113854012,0.1836797496,20,7.209005688
166328,Colorado,2024-01-04 20:48:58,Friday,00:05:59,Sunny,Snowy,Dusk,Highway,,Rollover,Pedestrian,Teenager,4,2,,9.617545528,2.572110783,848.8762906,5.087385437,0.7584263171,89,10.60653425
166329,Massachusetts,2024-02-28 14:23:45,Saturday,11:28:03,Snowy,Dry,Night,Street,,Side collision,Bicycle,Adult,4,2,69,0.5115508862,3.353443721,231.2118625,9.144018697,0.2182281362,48,24.95249537
166330,Nevada,2024-01-11 07:47:33,Tuesday,22:12:40,Stormy,Muddy,Night,Highway,Crossroads,Pedestrian involved,Car,Senior,3,0,45,3.191845879,5.70354229,250.6090804,9.652098955,0.6066316099,87,10.23125415
166331,Colorado,2024-01-18 18:34:16,Friday,21:07:02,Foggy,Muddy,Dusk,Freeway,Underpass,Rollover,Bicycle,Adult,5,3,52,3.109848489,8.093060186,675.6153751,4.362761663,0.2663100035,91,27.12551006
166332,Pennsylvania,2024-02-28 10:19:38,Wednesday,07:07:23,Sunny,Snowy,Daylight,Highway,Underpass,Run-off-road,Motorcycle,Teenager,2,1,30,6.435613142,5.180526135,489.1743938,5.251664558,0.4252537189,34,13.65334242
166333,New York,2024-01-22 19:15:15,Friday,13:18:10,Snowy,Dry,Dusk,Street,Overpass,Pedestrian involved,Bicycle,Teenager,4,3,66,9.646725485,2.418145741,336.8899298,9.031718023,0.9172467601,43,28.98209635
166334,Massachusetts,2024-01-23 06:46:44,Tuesday,04:08:33,Rainy,Wet,Night,Street,Underpass,Pedestrian involved,Motorcycle,Senior,4,0,35,1.513734187,0.8843726413,764.54019,3.447945679,0.6553926412,16,8.688995936
166335,Utah,2024-01-26 18:14:04,Saturday,14:57:43,Snowy,Muddy,Night,Rural,Overpass,Pedestrian involved,Bicycle,Teenager,5,0,52,1.403636697,2.196329952,352.8325101,,0.4002630562,43,17.24531561
166336,New Jersey,2024-01-30 20:30:15,Friday,03:48:29,Snowy,Dry,Dusk,Freeway,Overpass,Run-off-road,Pedestrian,Teenager,5,0,61,1.576310094,4.361596549,658.834124,3.353724579,0.3510741971,8,25.46510649
166337,Oklahoma,2024-02-19 04:16:13,Friday,23:32:12,Rainy,Snowy,Daylight,Urban,,Head-on collision,Car,Adult,5,0,36,6.610908542,2.505983358,523.5046919,8.958291708,0.6220016222,93,
166338,West Virginia,2024-02-14 09:11:58,Friday,05:56:44,Rainy,Snowy,Daylight,Freeway,Crossroads,Cyclist involved,Bicycle,Young Adult,5,2,70,1.349303617,6.514852517,840.583116,3.481312013,0.5134198513,70,22.92445718
166339,Delaware,2024-01-25 18:09:48,Thursday,15:59:21,Rainy,Wet,Daylight,Street,,Run-off-road,Truck,Adult,1,0,53,6.643671836,6.016480247,355.9520859,6.769727888,0.6618639973,0,
166340,North Dakota,2024-02-19 18:36:14,Friday,23:09:22,Sunny,Wet,Night,Rural,Overpass,Rollover,Motorcycle,Teenager,2,1,51,9.363600663,9.884317243,418.5896617,4.208644859,0.2542193651,55,7.976557999
166341,California,2024-02-05 16:06:06,Wednesday,22:12:15,Stormy,Snowy,Dawn,Freeway,T-Junction,Head-on collision,Pedestrian,Young Adult,5,3,,9.747102662,7.857495595,625.002235,6.912496442,0.5932430609,64,22.85197559
166342,West Virginia,2024-01-15 10:07:55,Wednesday,03:40:53,Stormy,Dry,Dawn,Freeway,,Pedestrian involved,Car,Senior,4,1,66,9.466646907,4.654834227,400.0732692,,0.3485243503,39,25.36400197
166343,California,2024-02-01 03:40:46,Monday,02:02:47,Rainy,Wet,Daylight,Street,Underpass,Pedestrian involved,Motorcycle,Senior,5,2,34,9.165352613,6.548460775,638.8614642,7.452190548,0.9606502731,50,22.59967326
166344,Pennsylvania,2024-02-22 07:54:19,Wednesday,02:21:54,Sunny,Snowy,Night,Highway,Roundabout,Run-off-road,Truck,Young Adult,4,3,34,9.308019588,7.904343283,652.881275,3.489214027,0.3956155465,37,11.06283997
166345,Texas,2024-01-21 15:58:01,Friday,15:40:05,Snowy,Wet,Dawn,Rural,Crossroads,Rollover,Car,Young Adult,2,0,54,8.735121787,6.35689944,445.3642666,4.590893756,0.5913746616,3,24.44948594
166346,New Mexico,2024-01-09 21:53:18,Saturday,10:42:24,Sunny,Snowy,Night,Highway,Intersection,Pedestrian involved,Truck,Senior,1,1,57,3.211783636,6.298785382,126.9385223,6.04244959,0.4962972109,6,25.29618305
166347,Illinois,2024-02-20 10:16:34,Sunday,15:13:45,Foggy,Wet,Dusk,Rural,Underpass,Side collision,Car,Senior,4,1,33,8.522023161,8.905849268,199.521882,7.710173933,0.9686678096,92,22.61817516
166348,Mississippi,2024-02-06 18:43:41,Saturday,04:25:28,Snowy,Dry,Dawn,Highway,Roundabout,Head-on collision,Motorcycle,Young Adult,5,0,61,0.5268271727,8.458636011,331.6327769,9.426421291,0.3998037426,81,19.64989628
166349,Colorado,2024-01-05 03:24:59,Sunday,15:58:18,Sunny,Muddy,Daylight,Freeway,Intersection,Side collision,Bicycle,Young Adult,2,0,34,6.794072308,3.075313392,938.2212966,5.84961177,0.4544945021,22,5.317610112
166350,Hawaii,2024-01-06 18:38:43,Sunday,08:01:31,Foggy,Wet,Night,Freeway,T-Junction,Cyclist involved,Motorcycle,Adult,5,1,42,9.536560998,9.036521569,299.9951325,8.170447008,0.2484908123,58,
166351,Colorado,2024-01-12 14:51:54,Monday,00:48:45,Foggy,Wet,Dusk,Urban,Overpass,Run-off-road,Bicycle,Teenager,5,1,67,1.861808977,4.040236599,315.8711729,4.44649016,0.5473958926,55,25.80723533
166352,California,2024-01-06 22:07:48,Tuesday,05:10:48,,Icy,Dawn,Street,Crossroads,Head-on collision,Pedestrian,Senior,2,3,35,7.299296463,4.659139559,264.2181688,7.085535244,0.3189226622,6,15.88483885
166353,Kansas,2024-01-15 21:30:55,Wednesday,13:28:34,Rainy,Muddy,Dawn,Urban,Underpass,Rear-end collision,Car,Senior,1,1,45,7.095771205,8.033631833,286.3527355,6.362531475,0.8568490635,98,6.126192513
166354,Illinois,2024-02-18 20:53:23,Sunday,22:37:49,Stormy,Wet,Dawn,Freeway,,Run-off-road,Bicycle,Teenager,2,0,,6.422035194,5.904799918,697.835835,4.347311652,0.5372993116,68,
166355,Hawaii,2024-01-14 01:38:34,Monday,13:19:09,Rainy,Wet,Daylight,Rural,T-Junction,Head-on collision,Bicycle,Adult,3,3,61,8.100919255,7.307634318,170.6444735,9.765406027,0.5974638244,16,29.18145834
166356,Mississippi,2024-01-31 04:16:53,Sunday,11:35:00,,Muddy,Dawn,Urban,,Run-off-road,Bicycle,Adult,4,3,,6.805403617,4.732348319,783.2215925,7.45512677,0.6711925195,90,
166357,Arkansas,2024-01-16 20:00:03,Tuesday,22:39:22,,Snowy,Night,Freeway,T-Junction,Pedestrian involved,Bicycle,Teenager,1,2,62,0.6885276553,9.141387358,225.8084126,4.727031075,0.2257199308,78,21.40337373
166358,Wyoming,2024-01-31 13:19:38,Wednesday,12:51:00,Snowy,Wet,Dusk,Urban,Underpass,Run-off-road,Truck,Adult,5,0,42,9.216620517,0.4642156282,342.5122732,4.820995625,0.8455292231,26,20.33034744
166359,Wyoming,2024-02-21 11:09:24,Thursday,20:36:52,Snowy,Muddy,Night,Freeway,T-Junction,Pedestrian involved,Truck,Teenager,4,0,47,9.424007108,0.7398073473,256.2727068,8.714525955,0.5195509259,93,26.77986054
166360,Nebraska,2024-02-19 02:58:06,Thursday,22:57:40,Snowy,Snowy,Dusk,Highway,Crossroads,Rear-end collision,Motorcycle,Adult,1,2,47,0.236781942,3.401611554,290.6818196,7.872096475,0.9010814213,40,16.38638798
166361,Utah,2024-01-09 07:02:59,Friday,08:50:02,,Dry,Night,Freeway,Underpass,Run-off-road,Truck,Senior,1,3,70,8.937768318,7.829175936,145.523882,7.423460467,0.1934316832,9,7.14623165
166362,Nebraska,2024-02-19 22:47:46,Monday,02:59:42,Sunny,Wet,Daylight,Highway,Roundabout,Rear-end collision,Pedestrian,Senior,5,3,57,8.296406554,3.519741079,238.0414494,4.497255459,0.2991769608,94,23.49705451
166363,Tennessee,2024-01-12 17:02:11,Tuesday,02:15:29,Snowy,Muddy,Daylight,Highway,Intersection,Pedestrian involved,Bicycle,Senior,5,3,50,1.189559179,8.191203267,350.1911338,3.632075848,0.9233455761,,16.73676216
166364,Colorado,2024-01-04 20:33:41,Tuesday,12:17:52,Snowy,Snowy,Dawn,Highway,,Head-on collision,Truck,Young Adult,3,1,68,1.881524853,3.143189747,748.437005,8.169249029,0.3884703361,41,10.9328389
166365,Florida,2024-02-10 15:58:10,Sunday,21:56:42,Rainy,Wet,Night,Freeway,,Cyclist involved,Truck,Teenager,4,3,66,0.336479279,9.267251493,808.4005808,,0.3525557729,,17.13266217
166366,Iowa,2024-02-03 09:21:44,Sunday,14:16:29,Sunny,Wet,Dawn,Freeway,Roundabout,Side collision,Motorcycle,Teenager,5,1,63,4.762314795,2.052381118,492.8939358,5.9414234,0.7107329214,36,18.10701632
166367,Tennessee,2024-02-26 17:49:18,Saturday,21:40:07,Stormy,Wet,Dusk,Street,Underpass,Side collision,Car,Teenager,5,0,65,4.858968444,4.723826737,935.6111617,3.22245196,0.5073596211,,25.62672703
166368,Mississippi,2024-01-10 18:03:22,Friday,13:30:49,Stormy,Dry,Dawn,Street,Crossroads,Cyclist involved,Motorcycle,Adult,3,3,39,7.174908622,2.402147267,643.4771975,7.577760873,0.5650702316,71,9.845455198
166369,Kentucky,2024-02-15 18:56:45,Thursday,04:01:15,,Muddy,Daylight,Freeway,Roundabout,Run-off-road,Bicycle,Young Adult,2,1,,3.191314728,8.404286481,579.0096071,7.710562668,0.2307923659,48,9.754939704
